date,pm25,pm10,o3,no2,so2,co,temp,humidity,windspeedmean,precipitation_mm,Rained,Rain_Intensity
26-05-2023,59.0,51.0,25.0,13.0,2.0,4.0,28.2,53.1,7.7,0.0,False,No Rain
27-05-2023,84.0,72.0,24.0,13.0,2.0,6.0,27.3,67.1,8.0,15.4,True,Moderate
28-05-2023,115.0,72.0,14.0,10.0,2.0,3.0,29.9,62.0,6.3,0.6,True,Low
29-05-2023,85.0,64.0,20.0,9.0,1.0,4.0,27.1,70.1,6.8,2.8,True,Low
30-05-2023,108.0,44.0,16.0,9.0,1.0,2.0,27.1,69.1,8.7,0.5,True,Low
31-05-2023,85.0,58.0,14.0,12.0,2.0,3.0,25.3,81.5,7.9,2.3,True,Low
01-06-2023,102.0,64.0,24.0,10.0,2.0,2.0,26.0,73.6,6.0,0.0,False,No Rain
02-06-2023,91.0,65.0,27.0,12.0,2.0,3.0,28.5,54.3,6.1,1.6,True,Low
03-06-2023,98.0,95.0,27.0,15.0,2.0,4.0,30.3,49.4,4.5,0.0,False,No Rain
04-06-2023,149.0,82.0,33.0,11.0,2.0,4.0,29.3,60.9,6.6,0.2,True,Low
05-06-2023,124.0,163.0,36.0,9.0,2.0,2.0,31.7,53.2,8.0,0.0,False,No Rain
06-06-2023,100.0,309.0,33.0,10.0,3.0,2.0,31.4,48.9,8.1,0.1,True,Low
07-06-2023,145.0,89.0,35.0,14.0,3.0,4.0,32.4,39.9,7.8,0.0,False,No Rain
08-06-2023,108.0,86.0,24.0,9.0,2.0,2.0,33.8,36.0,7.0,0.0,False,No Rain
09-06-2023,86.0,87.0,19.0,8.0,2.0,1.0,33.8,41.3,10.8,0.0,False,No Rain
10-06-2023,77.0,84.0,25.0,7.0,2.0,1.0,34.4,39.9,9.8,0.2,True,Low
11-06-2023,83.0,104.0,21.0,7.0,3.0,3.0,32.8,48.7,10.5,0.0,False,No Rain
12-06-2023,97.0,143.0,13.0,8.0,2.0,3.0,34.9,45.5,10.5,0.0,False,No Rain
13-06-2023,110.0,117.0,10.0,5.0,2.0,1.0,36.5,40.2,15.6,0.0,False,No Rain
14-06-2023,85.0,89.0,13.0,7.0,2.0,1.0,35.5,40.9,13.0,0.1,True,Low
15-06-2023,75.0,66.0,11.0,9.0,3.0,4.0,33.6,45.6,11.4,0.2,True,Low
16-06-2023,81.0,68.0,17.0,8.0,1.0,6.0,32.0,56.8,9.3,1.1,True,Low
17-06-2023,98.0,53.0,12.0,7.0,2.0,4.0,32.5,62.3,6.3,0.3,True,Low
18-06-2023,86.0,44.0,9.0,9.0,1.0,4.0,31.5,66.2,9.0,0.3,True,Low
19-06-2023,84.0,60.0,7.0,9.0,2.0,5.0,28.6,81.2,7.4,7.2,True,Low
20-06-2023,100.0,64.0,11.0,9.0,1.0,4.0,31.7,68.0,7.6,4.3,True,Low
21-06-2023,93.0,60.0,2.0,10.0,2.0,6.0,31.1,71.9,7.6,19.5,True,Moderate
22-06-2023,90.0,88.0,8.0,10.0,2.0,6.0,32.4,68.2,6.2,0.8,True,Low
23-06-2023,128.0,83.0,4.0,10.0,1.0,6.0,32.8,69.8,6.8,3.3,True,Low
24-06-2023,125.0,31.0,17.0,8.0,1.0,4.0,32.3,69.3,9.0,11.8,True,Moderate
25-06-2023,71.0,53.0,6.0,9.0,1.0,6.0,26.4,93.7,7.3,21.6,True,Moderate
26-06-2023,116.0,48.0,5.0,8.0,1.0,5.0,28.8,86.0,5.2,8.2,True,Moderate
27-06-2023,87.0,53.0,12.0,9.0,2.0,6.0,29.5,86.9,6.1,5.2,True,Low
28-06-2023,82.0,57.0,55.0,9.0,1.0,8.0,29.6,85.0,6.5,16.5,True,Moderate
29-06-2023,108.0,36.0,10.0,8.0,1.0,6.0,28.8,87.6,6.7,18.4,True,Moderate
30-06-2023,81.0,40.0,15.0,6.0,1.0,5.0,28.2,90.9,7.2,9.2,True,Moderate
01-07-2023,71.0,35.0,12.0,4.0,1.0,4.0,29.5,83.4,6.7,1.7,True,Low
02-07-2023,77.0,82.0,19.0,11.0,1.0,8.0,30.7,76.8,6.2,1.0,True,Low
03-07-2023,145.0,62.0,8.0,10.0,1.0,8.0,32.8,69.9,5.6,6.4,True,Low
04-07-2023,123.0,46.0,10.0,7.0,1.0,6.0,31.3,78.7,7.9,0.4,True,Low
05-07-2023,108.0,37.0,5.0,6.0,1.0,5.0,29.9,85.7,8.1,11.1,True,Moderate
06-07-2023,101.0,50.0,5.0,7.0,1.0,8.0,28.3,91.8,9.7,1.0,True,Low
07-07-2023,85.0,30.0,3.0,8.0,1.0,12.0,29.7,84.5,9.3,6.3,True,Low
08-07-2023,70.0,32.0,3.0,5.0,1.0,4.0,27.2,97.1,6.7,36.0,True,Moderate
09-07-2023,86.0,31.0,22.0,8.0,1.0,5.0,26.9,98.2,6.3,30.9,True,Moderate
10-07-2023,75.0,48.0,7.0,7.0,1.0,5.0,27.4,96.8,4.1,25.1,True,Moderate
11-07-2023,98.0,50.0,5.0,6.0,1.0,5.0,28.4,90.0,4.4,2.9,True,Low
12-07-2023,96.0,53.0,5.0,6.0,1.0,8.0,29.3,88.0,4.6,13.1,True,Moderate
13-07-2023,105.0,69.6,20.1,16.5,2.4,11.3,29.7,88.0,6.4,3.6,True,Low
14-07-2023,90.9,54.7,19.0,16.4,2.3,10.7,29.6,88.7,6.2,16.7,True,Moderate
15-07-2023,105.4,69.0,20.3,18.1,2.4,12.1,29.6,86.9,4.9,13.1,True,Moderate
16-07-2023,95.3,57.9,18.7,16.7,2.3,10.9,29.0,89.1,6.2,16.3,True,Moderate
17-07-2023,103.8,69.7,21.3,17.4,2.4,11.8,30.5,86.2,5.4,7.6,True,Moderate
18-07-2023,78.8,41.1,17.0,14.4,2.0,9.4,29.4,92.2,7.6,18.0,True,Moderate
19-07-2023,75.4,49.9,22.2,13.8,3.0,8.6,30.9,82.6,9.5,9.9,True,Moderate
20-07-2023,75.4,65.0,2.0,10.0,1.0,3.0,32.8,70.9,4.9,27.9,True,Moderate
21-07-2023,104.0,68.0,2.0,5.0,1.0,2.0,33.2,71.6,6.7,2.8,True,Low
22-07-2023,101.0,51.0,2.0,6.0,1.0,2.0,32.1,77.2,12.9,9.6,True,Moderate
23-07-2023,74.0,50.0,3.0,6.0,1.0,2.0,32.2,72.5,13.5,0.5,True,Low
24-07-2023,78.0,78.0,4.0,4.0,1.0,11.0,32.6,70.6,11.9,6.1,True,Low
25-07-2023,130.0,37.0,6.0,9.0,1.0,4.0,31.3,80.7,9.8,14.4,True,Moderate
26-07-2023,79.0,55.0,5.0,9.0,1.0,4.0,27.7,92.3,8.6,23.8,True,Moderate
27-07-2023,101.0,42.0,5.0,8.0,1.0,2.0,29.6,84.6,5.2,9.0,True,Moderate
28-07-2023,83.0,21.0,1.0,6.0,1.0,2.0,28.8,87.7,5.5,18.7,True,Moderate
29-07-2023,41.0,33.0,5.0,5.0,1.0,2.0,27.9,92.3,6.5,6.4,True,Low
30-07-2023,48.0,58.0,7.0,5.0,1.0,2.0,29.7,82.9,6.9,1.8,True,Low
31-07-2023,103.0,50.0,6.0,5.0,1.0,2.0,31.1,78.3,9.2,1.1,True,Low
01-08-2023,62.0,53.0,3.0,4.0,1.0,2.0,31.4,74.5,10.9,0.1,True,Low
02-08-2023,66.0,66.0,3.0,5.0,1.0,6.0,30.7,78.7,10.7,2.4,True,Low
03-08-2023,84.0,60.0,10.0,7.0,1.0,5.0,30.6,81.3,11.0,13.5,True,Moderate
04-08-2023,95.0,46.0,2.0,9.0,1.0,7.0,29.3,86.8,6.2,9.5,True,Moderate
05-08-2023,92.0,59.0,4.0,5.0,1.0,4.0,29.5,88.3,5.0,5.1,True,Low
06-08-2023,75.0,65.0,5.0,5.0,1.0,3.0,31.4,73.3,13.1,3.0,True,Low
07-08-2023,70.0,73.0,4.0,5.0,1.0,4.0,30.3,70.7,13.0,0.2,True,Low
08-08-2023,71.0,80.0,5.0,5.0,1.0,4.0,30.5,72.5,14.1,0.0,False,No Rain
09-08-2023,82.0,79.0,8.0,6.0,1.0,6.0,30.8,69.9,13.0,0.0,False,No Rain
10-08-2023,89.0,82.0,8.0,6.0,1.0,5.0,30.8,71.2,10.2,0.4,True,Low
11-08-2023,88.0,75.0,8.0,5.0,1.0,3.0,31.3,66.5,9.3,0.7,True,Low
12-08-2023,79.0,62.0,6.0,5.0,1.0,4.0,31.6,61.6,13.7,0.0,False,No Rain
13-08-2023,68.0,69.0,8.0,7.0,1.0,3.0,30.9,65.8,12.1,0.5,True,Low
14-08-2023,86.0,66.0,6.0,6.0,1.0,4.0,30.7,70.0,7.2,0.2,True,Low
15-08-2023,117.0,81.0,8.0,4.0,1.0,5.0,30.0,80.6,5.8,0.0,False,No Rain
16-08-2023,117.0,89.0,7.0,5.0,1.0,5.0,31.9,72.4,6.9,0.0,False,No Rain
17-08-2023,90.0,95.0,10.0,4.0,1.0,2.0,32.2,63.8,9.1,0.0,False,No Rain
18-08-2023,103.0,65.0,28.0,9.0,1.0,5.0,32.6,64.1,9.1,0.2,True,Low
19-08-2023,108.0,61.0,4.0,7.0,1.0,3.0,30.3,84.0,6.1,7.3,True,Low
20-08-2023,104.0,82.0,16.0,5.0,1.0,4.0,31.9,75.2,7.8,0.2,True,Low
21-08-2023,412.0,59.0,8.0,6.0,1.0,8.0,32.6,73.9,7.0,0.9,True,Low
22-08-2023,108.0,42.0,3.0,5.0,1.0,8.0,31.1,80.8,9.1,11.1,True,Moderate
23-08-2023,73.0,55.0,9.0,4.0,1.0,7.0,27.6,92.5,7.4,21.1,True,Moderate
24-08-2023,74.0,89.0,11.0,5.0,1.0,6.0,29.1,76.0,9.6,0.0,False,No Rain
25-08-2023,71.0,122.0,13.0,4.0,1.0,5.0,30.4,68.2,10.7,0.0,False,No Rain
26-08-2023,96.0,142.0,12.0,3.0,1.0,5.0,30.8,63.8,12.1,0.0,False,No Rain
27-08-2023,104.0,122.0,14.0,5.0,1.0,5.0,30.9,58.7,12.5,0.1,True,Low
28-08-2023,94.0,120.0,16.0,5.0,1.0,6.0,30.7,62.6,11.0,1.7,True,Low
29-08-2023,92.0,114.0,21.0,7.0,1.0,7.0,31.5,61.7,9.5,0.0,False,No Rain
30-08-2023,101.0,112.0,18.0,7.0,1.0,7.0,31.6,63.0,9.6,0.0,False,No Rain
31-08-2023,104.0,108.0,15.0,6.0,1.0,6.0,31.8,62.0,8.2,0.0,False,No Rain
01-09-2023,85.0,105.0,15.0,6.0,1.0,6.0,32.3,60.9,9.5,0.0,False,No Rain
02-09-2023,83.0,105.0,15.0,5.0,2.0,5.0,32.2,57.8,10.7,0.0,False,No Rain
03-09-2023,78.0,95.0,16.0,6.0,1.0,6.0,31.6,57.8,9.5,0.0,False,No Rain
04-09-2023,73.0,84.0,26.0,8.0,3.0,7.0,31.6,58.4,10.0,0.0,False,No Rain
05-09-2023,76.0,77.0,19.0,9.0,2.0,7.0,32.0,62.0,7.0,4.8,True,Low
06-09-2023,38.0,70.0,31.0,8.0,2.0,7.0,31.6,59.2,5.7,3.5,True,Low
07-09-2023,69.0,64.0,20.0,4.0,2.0,6.0,30.8,65.3,6.4,0.0,False,No Rain
08-09-2023,61.0,34.0,7.0,3.0,2.0,5.0,30.4,66.5,8.4,1.6,True,Low
09-09-2023,36.0,22.0,8.0,2.0,1.0,3.0,27.2,87.4,11.7,3.8,True,Low
10-09-2023,23.0,51.0,13.0,6.0,3.0,4.0,25.7,96.8,10.9,41.0,True,Moderate
11-09-2023,75.0,66.0,20.0,9.0,2.0,7.0,27.8,85.9,6.4,0.4,True,Low
12-09-2023,91.0,75.0,17.0,9.0,2.0,7.0,29.1,79.6,5.1,0.0,False,No Rain
13-09-2023,124.0,88.0,12.0,7.0,1.0,6.0,30.8,76.5,4.6,6.8,True,Low
14-09-2023,116.0,53.0,14.0,11.0,1.0,6.0,31.9,73.9,6.3,7.0,True,Low
15-09-2023,79.0,39.0,2.0,12.0,1.0,5.0,29.5,82.1,7.6,7.4,True,Low
16-09-2023,85.0,29.0,5.0,3.0,1.0,4.0,28.1,91.1,9.2,8.4,True,Moderate
17-09-2023,71.0,28.0,7.0,3.0,1.0,3.0,28.3,87.8,13.1,6.3,True,Low
18-09-2023,44.0,51.0,9.0,8.0,1.0,5.0,28.9,77.2,12.0,0.6,True,Low
19-09-2023,63.0,69.0,24.0,8.0,1.0,6.0,30.7,71.2,9.4,0.2,True,Low
20-09-2023,89.0,64.0,18.0,7.0,1.0,5.0,31.2,68.4,4.6,0.5,True,Low
21-09-2023,91.0,71.0,21.0,8.0,1.0,5.0,31.0,71.3,6.5,4.2,True,Low
22-09-2023,116.0,61.0,13.0,10.0,1.0,8.0,30.9,71.9,5.6,0.5,True,Low
23-09-2023,118.0,73.0,19.0,10.0,1.0,9.0,28.4,84.4,6.3,1.0,True,Low
24-09-2023,136.0,82.0,31.0,9.0,2.0,6.0,28.4,78.2,7.7,0.7,True,Low
25-09-2023,151.0,91.0,29.0,10.0,2.0,6.0,29.4,72.6,3.1,0.0,False,No Rain
26-09-2023,153.0,84.0,24.0,8.0,2.0,5.0,30.1,69.1,5.5,0.0,False,No Rain
27-09-2023,117.0,90.0,30.0,9.0,1.0,5.0,29.6,65.2,6.2,0.0,False,No Rain
28-09-2023,128.0,102.0,33.0,13.0,2.0,7.0,28.5,64.0,6.4,0.0,False,No Rain
29-09-2023,146.0,99.0,21.0,9.0,2.0,4.0,28.9,62.6,4.9,0.0,False,No Rain
30-09-2023,130.0,94.0,18.0,9.0,1.0,4.0,29.5,62.3,7.1,0.0,False,No Rain
01-10-2023,132.0,90.0,16.0,10.0,2.0,4.0,28.9,60.0,6.9,0.0,False,No Rain
02-10-2023,123.0,95.0,13.0,13.0,1.0,5.0,27.7,53.2,5.8,0.0,False,No Rain
03-10-2023,129.0,106.0,11.0,12.0,1.0,5.0,27.2,49.7,7.4,0.0,False,No Rain
04-10-2023,138.0,129.0,4.0,15.0,2.0,9.0,27.7,54.8,7.1,0.0,False,No Rain
05-10-2023,152.0,140.0,2.0,16.0,2.0,11.0,27.6,54.3,6.6,0.0,False,No Rain
06-10-2023,150.0,119.0,18.0,12.0,2.0,11.0,28.0,53.1,4.2,0.0,False,No Rain
07-10-2023,132.0,106.0,14.0,10.0,2.0,10.0,28.9,58.5,5.8,0.0,False,No Rain
08-10-2023,116.0,98.0,17.0,9.0,2.0,9.0,30.1,60.6,5.9,0.0,False,No Rain
09-10-2023,112.0,109.0,3.0,15.0,2.0,9.0,30.4,59.4,6.1,0.0,False,No Rain
10-10-2023,122.0,102.0,22.0,12.0,1.0,7.0,29.8,53.4,5.5,0.4,True,Low
11-10-2023,140.0,111.0,24.0,14.0,1.0,9.0,27.9,56.2,7.8,0.0,False,No Rain
12-10-2023,159.0,128.0,28.0,17.0,3.0,9.0,26.9,54.2,5.3,0.0,False,No Rain
13-10-2023,166.0,122.0,20.0,13.0,2.0,12.0,28.1,56.2,4.7,0.0,False,No Rain
14-10-2023,158.0,130.0,48.0,15.0,2.0,13.0,28.7,56.0,3.8,0.0,False,No Rain
15-10-2023,141.0,99.0,15.0,12.0,1.0,6.0,27.5,59.0,4.7,0.1,True,Low
16-10-2023,99.0,71.0,4.0,14.0,2.0,6.0,25.4,60.1,10.8,3.3,True,Low
17-10-2023,112.0,69.0,3.0,11.0,1.0,5.0,21.9,77.3,5.0,2.6,True,Low
18-10-2023,114.0,65.0,2.0,11.0,1.0,5.0,23.9,64.2,6.9,0.0,False,No Rain
19-10-2023,109.0,97.0,2.0,14.0,2.0,8.0,23.6,60.5,6.6,0.0,False,No Rain
20-10-2023,162.0,113.0,3.0,21.0,2.0,9.0,23.8,61.0,4.4,0.0,False,No Rain
21-10-2023,181.0,132.0,32.0,17.0,5.0,12.0,23.7,60.3,2.0,0.0,False,No Rain
22-10-2023,204.0,114.0,22.0,14.0,2.0,10.0,24.2,60.4,3.6,0.0,False,No Rain
23-10-2023,182.0,106.0,24.0,14.0,2.0,9.0,24.1,63.6,4.8,0.0,False,No Rain
24-10-2023,158.0,119.0,27.0,15.0,2.0,9.0,24.5,56.9,5.0,0.0,False,No Rain
25-10-2023,185.0,129.0,8.0,14.0,3.0,12.0,24.1,58.5,4.8,0.0,False,No Rain
26-10-2023,167.0,143.0,3.0,17.0,3.0,13.0,24.2,55.0,5.3,0.0,False,No Rain
27-10-2023,182.0,202.0,3.0,23.0,4.0,21.0,23.7,52.7,4.0,0.0,False,No Rain
28-10-2023,194.0,196.0,3.0,23.0,3.0,20.0,24.1,53.0,3.3,0.0,False,No Rain
29-10-2023,203.0,220.0,3.0,22.0,3.0,18.0,24.1,57.2,3.8,0.0,False,No Rain
30-10-2023,212.0,261.0,3.0,22.0,4.0,21.0,25.0,59.1,3.4,0.0,False,No Rain
31-10-2023,240.0,201.0,6.0,18.0,3.0,17.0,24.8,67.5,2.9,0.0,False,No Rain
01-11-2023,232.0,401.0,20.0,31.0,4.0,22.0,24.2,64.9,2.2,0.0,False,No Rain
02-11-2023,373.0,448.0,10.0,21.0,3.0,20.0,23.5,72.4,1.8,0.0,False,No Rain
03-11-2023,361.0,401.0,17.0,23.0,3.0,23.0,22.8,72.7,2.2,0.6,True,Low
04-11-2023,371.0,423.0,16.0,23.0,3.0,26.0,22.7,76.2,0.8,0.0,False,No Rain
05-11-2023,341.0,291.0,35.0,21.0,4.0,24.0,23.3,71.3,1.5,0.0,False,No Rain
06-11-2023,276.0,270.0,15.0,22.0,4.0,32.0,22.6,65.3,2.5,0.0,False,No Rain
07-11-2023,277.0,300.0,25.0,27.0,3.0,25.0,23.2,64.0,2.2,0.0,False,No Rain
08-11-2023,318.0,334.0,26.0,24.0,3.0,22.0,23.4,66.7,0.7,0.0,False,No Rain
09-11-2023,341.0,162.0,14.0,15.0,2.0,15.0,23.3,66.8,3.8,0.0,False,No Rain
10-11-2023,221.0,91.0,13.0,11.0,2.0,9.0,20.2,84.9,8.3,1.6,True,Low
11-11-2023,159.0,127.0,20.0,11.0,3.0,10.0,19.8,76.2,5.7,0.0,False,No Rain
12-11-2023,190.0,451.0,28.0,14.0,5.0,14.0,19.8,72.8,4.8,0.0,False,No Rain
13-11-2023,479.0,157.0,28.0,17.0,2.0,14.0,19.6,74.6,2.6,0.0,False,No Rain
14-11-2023,246.0,203.0,33.0,15.0,3.0,17.0,19.4,70.9,3.1,0.0,False,No Rain
15-11-2023,284.0,287.0,37.0,19.0,3.0,22.0,19.1,70.5,4.1,0.0,False,No Rain
16-11-2023,355.0,206.0,35.0,17.0,4.0,26.0,19.1,76.3,2.0,0.0,False,No Rain
17-11-2023,278.0,141.0,28.0,15.0,3.0,17.0,20.1,73.6,0.6,0.0,False,No Rain
18-11-2023,206.0,131.0,30.0,12.0,3.0,18.0,20.6,69.4,2.8,0.0,False,No Rain
19-11-2023,199.0,155.0,32.0,13.0,4.0,22.0,19.9,68.7,2.4,0.0,False,No Rain
20-11-2023,223.0,190.0,15.0,15.0,2.0,14.0,19.3,73.0,2.2,0.0,False,No Rain
21-11-2023,266.0,198.0,22.0,16.0,3.0,19.0,18.8,71.4,5.6,0.0,False,No Rain
22-11-2023,286.0,226.0,27.0,19.0,4.0,30.0,17.8,68.1,4.9,0.0,False,No Rain
23-11-2023,279.0,256.0,36.0,20.0,5.0,33.0,18.2,69.2,3.0,0.0,False,No Rain
24-11-2023,307.0,237.0,33.0,18.0,5.0,26.0,18.2,70.7,1.3,0.0,False,No Rain
25-11-2023,291.0,239.0,23.0,17.0,4.0,31.0,18.1,70.4,2.7,0.0,False,No Rain
26-11-2023,263.0,199.0,42.0,14.0,3.0,23.0,19.3,68.0,2.7,0.0,False,No Rain
27-11-2023,260.0,105.0,13.0,10.0,3.0,13.0,18.5,75.5,5.4,2.5,True,Low
28-11-2023,204.0,140.0,13.0,9.0,4.0,21.0,17.7,87.3,4.2,2.8,True,Low
29-11-2023,276.0,181.0,15.0,11.0,5.0,28.0,18.5,81.4,2.1,0.2,True,Low
30-11-2023,260.0,168.0,24.0,11.0,2.0,15.0,19.1,82.8,3.5,1.5,True,Low
01-12-2023,254.0,146.0,18.0,11.0,4.0,18.0,19.4,82.8,2.6,0.7,True,Low
02-12-2023,211.0,142.0,22.0,13.0,3.0,17.0,17.9,83.9,2.6,0.0,False,No Rain
03-12-2023,198.0,129.0,20.0,12.0,4.0,15.0,18.4,75.7,2.4,0.7,True,Low
04-12-2023,197.0,197.0,10.0,18.0,2.0,11.0,19.4,72.3,3.6,0.0,False,No Rain
05-12-2023,211.0,128.0,20.0,18.0,1.0,33.0,17.9,70.4,5.0,0.0,False,No Rain
06-12-2023,200.0,137.0,26.0,17.0,2.0,13.0,16.9,73.4,2.2,0.0,False,No Rain
07-12-2023,214.0,136.0,26.0,17.0,1.0,10.0,16.7,76.0,3.5,0.0,False,No Rain
08-12-2023,204.0,153.0,28.0,26.0,7.0,21.0,17.3,70.3,5.0,0.0,False,No Rain
09-12-2023,217.0,140.0,19.0,19.0,2.0,83.0,16.9,70.1,5.4,0.0,False,No Rain
10-12-2023,210.0,146.0,18.0,19.0,4.0,41.0,15.6,69.3,6.9,0.0,False,No Rain
11-12-2023,216.0,169.0,17.0,14.0,3.0,28.0,15.4,68.1,2.1,0.0,False,No Rain
12-12-2023,227.0,200.0,20.0,15.0,3.0,23.0,15.8,72.8,3.1,0.0,False,No Rain
13-12-2023,264.0,153.0,20.0,15.0,1.0,13.0,16.2,70.1,2.9,0.0,False,No Rain
14-12-2023,223.0,163.0,2.0,20.0,2.0,19.0,15.3,65.9,5.1,0.0,False,No Rain
15-12-2023,226.0,180.0,5.0,20.0,3.0,25.0,15.0,66.6,2.4,0.0,False,No Rain
16-12-2023,245.0,155.0,1.0,21.0,1.0,22.0,14.7,68.0,3.8,0.0,False,No Rain
17-12-2023,234.0,139.0,1.0,19.0,1.0,13.0,15.7,64.8,3.7,0.0,False,No Rain
18-12-2023,217.0,123.0,15.0,19.0,1.0,9.0,14.5,71.7,7.6,0.0,False,No Rain
19-12-2023,192.0,138.0,8.0,14.0,2.0,15.0,14.5,65.1,7.8,0.0,False,No Rain
20-12-2023,202.0,206.0,18.0,14.0,3.0,17.0,14.2,69.0,5.2,0.0,False,No Rain
21-12-2023,274.0,356.0,19.0,19.0,3.0,25.0,14.3,75.5,3.5,0.0,False,No Rain
22-12-2023,378.0,331.0,12.0,17.0,3.0,31.0,14.2,76.5,2.2,0.0,False,No Rain
23-12-2023,351.0,206.0,18.0,15.0,2.0,26.0,16.1,75.4,3.9,1.2,True,Low
24-12-2023,283.0,175.0,17.0,11.0,1.0,15.0,15.9,77.9,2.0,0.0,False,No Rain
25-12-2023,275.0,220.0,12.0,13.0,2.0,19.0,14.8,81.7,4.9,0.0,False,No Rain
26-12-2023,297.0,246.0,12.0,13.0,1.0,17.0,14.0,85.0,2.9,0.0,False,No Rain
27-12-2023,325.0,201.0,9.0,10.0,2.0,12.0,13.0,91.8,4.2,0.0,False,No Rain
28-12-2023,280.0,209.0,6.0,12.0,2.0,13.0,12.9,91.0,5.6,0.0,False,No Rain
29-12-2023,283.0,308.0,9.0,13.0,3.0,12.0,13.9,93.9,3.3,0.0,False,No Rain
30-12-2023,344.0,218.0,4.0,12.0,4.0,11.0,14.6,90.1,4.2,0.0,False,No Rain
31-12-2023,293.0,151.0,5.0,1.0,1.0,11.0,13.3,87.1,4.6,0.0,False,No Rain
01-01-2024,220.0,170.0,6.0,9.0,2.0,8.0,12.1,81.8,4.9,0.0,False,No Rain
02-01-2024,237.0,154.0,8.0,10.0,3.0,9.0,11.2,82.2,5.2,0.0,False,No Rain
03-01-2024,236.0,199.0,5.0,9.0,2.0,12.0,10.8,87.7,4.8,0.0,False,No Rain
04-01-2024,277.0,178.0,3.0,8.0,2.0,10.0,10.2,92.7,7.8,0.0,False,No Rain
05-01-2024,229.0,142.0,2.0,8.0,3.0,9.0,12.0,92.9,3.9,0.1,True,Low
06-01-2024,222.0,160.0,3.0,11.0,3.0,11.0,12.1,85.1,4.8,0.0,False,No Rain
07-01-2024,234.0,283.0,7.0,8.0,2.0,9.0,11.6,81.2,4.5,0.0,False,No Rain
08-01-2024,289.0,146.0,4.0,11.0,3.0,13.0,10.9,88.2,3.1,0.0,False,No Rain
09-01-2024,207.0,156.0,3.0,6.0,2.0,8.0,10.9,90.8,7.9,0.0,False,No Rain
10-01-2024,225.0,190.0,4.0,6.0,2.0,9.0,9.7,87.4,10.2,0.0,False,No Rain
11-01-2024,262.0,152.0,8.0,8.0,2.0,11.0,10.7,83.4,7.3,0.0,False,No Rain
12-01-2024,248.0,381.0,7.0,8.0,2.0,11.0,10.2,83.5,5.6,0.0,False,No Rain
13-01-2024,405.0,364.0,9.0,14.0,4.0,25.0,10.9,86.9,2.8,0.0,False,No Rain
14-01-2024,322.0,150.0,10.0,10.0,5.0,26.0,10.9,85.2,3.4,0.0,False,No Rain
15-01-2024,254.0,184.0,8.0,9.0,3.0,16.0,10.4,80.7,5.8,0.0,False,No Rain
16-01-2024,297.0,155.0,3.0,6.0,1.0,17.0,10.2,88.5,7.9,0.0,False,No Rain
17-01-2024,244.0,140.0,5.0,4.0,1.0,11.0,10.8,82.9,6.4,0.0,False,No Rain
18-01-2024,219.0,152.0,3.0,4.0,2.0,11.0,10.7,86.8,4.1,0.0,False,No Rain
19-01-2024,235.0,146.0,1.0,4.0,2.0,10.0,10.0,89.7,5.7,0.0,False,No Rain
20-01-2024,230.0,160.0,4.0,4.0,1.0,12.0,11.5,82.4,5.0,0.0,False,No Rain
21-01-2024,246.0,175.0,6.0,3.0,1.0,12.0,9.3,90.1,8.3,0.0,False,No Rain
22-01-2024,246.0,239.0,5.0,4.0,1.0,10.0,10.5,82.7,5.1,0.0,False,No Rain
23-01-2024,285.0,238.0,7.0,5.0,1.0,12.0,11.9,84.9,5.5,0.0,False,No Rain
24-01-2024,310.0,206.0,6.0,4.0,1.0,15.0,11.5,85.8,4.6,0.0,False,No Rain
25-01-2024,269.0,307.0,4.0,5.0,1.0,16.0,10.9,87.0,4.6,0.0,False,No Rain
26-01-2024,391.0,168.0,7.0,7.0,1.0,28.0,12.3,76.9,2.7,0.0,False,No Rain
27-01-2024,248.0,181.0,13.0,4.0,1.0,18.0,14.0,68.6,6.5,0.0,False,No Rain
28-01-2024,270.0,158.0,24.0,5.0,2.0,41.0,13.3,78.6,6.8,0.0,False,No Rain
29-01-2024,263.0,256.0,10.0,6.0,1.0,16.0,14.1,84.1,6.2,0.0,False,No Rain
30-01-2024,343.0,196.0,4.0,9.0,1.0,17.0,12.7,92.3,4.2,0.0,False,No Rain
31-01-2024,331.0,55.0,3.0,15.0,1.0,20.0,12.8,96.3,5.0,6.7,True,Low
01-02-2024,150.0,95.0,4.0,10.0,1.0,9.0,15.2,94.2,11.6,33.0,True,Moderate
02-02-2024,186.0,89.0,7.0,8.0,1.0,11.0,12.9,94.0,6.0,0.0,False,No Rain
03-02-2024,163.0,121.0,6.0,11.0,1.0,11.0,14.0,74.7,4.9,0.0,False,No Rain
04-02-2024,206.0,88.0,3.0,11.0,2.0,14.0,16.1,87.3,7.1,4.3,True,Low
05-02-2024,172.0,82.0,10.0,7.0,3.0,7.0,16.1,83.8,7.9,0.8,True,Low
06-02-2024,149.0,93.0,15.0,8.0,1.0,7.0,13.5,73.0,7.1,0.0,False,No Rain
07-02-2024,153.0,83.0,16.0,9.0,1.0,7.0,13.5,67.8,9.2,0.0,False,No Rain
08-02-2024,150.0,85.0,15.0,7.0,1.0,5.0,14.4,66.2,13.0,0.0,False,No Rain
09-02-2024,148.0,164.0,20.0,10.0,1.0,9.0,14.9,58.2,6.3,0.0,False,No Rain
10-02-2024,234.0,144.0,26.0,13.0,2.0,17.0,14.9,70.0,2.6,0.0,False,No Rain
