pm25,pm10,o3,no2,so2,co,temp,humidity,windspeedmean,precipitation_mm,month,day,is_festive,AQI,AQHI
145.0,62.0,8.0,10.0,1.0,8.0,32.8,69.9,5.6,6.4,7,3,0,319.4186046511628,0.8386226977140002
123.0,46.0,10.0,7.0,1.0,6.0,31.3,78.7,7.9,0.4,7,4,0,302.5348837209302,0.7113113121416039
108.0,37.0,5.0,6.0,1.0,5.0,29.9,85.7,8.1,11.1,7,5,0,259.0344827586207,0.5997599439378455
101.0,50.0,5.0,7.0,1.0,8.0,28.3,91.8,9.7,1.0,7,6,0,235.13793103448276,0.573866779371234
85.0,30.0,3.0,8.0,1.0,12.0,29.7,84.5,9.3,6.3,7,7,0,228.2608695652174,0.4927284969504316
70.0,32.0,3.0,5.0,1.0,4.0,27.2,97.1,6.7,36.0,7,8,0,131.72413793103448,0.3929717425746604
86.0,31.0,22.0,8.0,1.0,5.0,26.9,98.2,6.3,30.9,7,9,0,186.3448275862069,0.6013638475367972
75.0,48.0,7.0,7.0,1.0,5.0,27.4,96.8,4.1,25.1,7,10,0,148.79310344827587,0.4564752145610452
98.0,50.0,5.0,6.0,1.0,5.0,28.4,90.0,4.4,2.9,7,11,0,224.89655172413794,0.5501331293103762
96.0,53.0,5.0,6.0,1.0,8.0,29.3,88.0,4.6,13.1,7,12,0,218.0689655172414,0.5402367353532713
105.0,69.6,20.1,16.5,2.4,11.3,29.7,88.0,6.4,3.6,7,13,0,248.79310344827587,0.7623704552402552
90.9,54.7,19.0,16.4,2.3,10.7,29.6,88.7,6.2,16.7,7,14,0,209.6086956521739,0.6843700889695971
105.4,69.0,20.3,18.1,2.4,12.1,29.6,86.9,4.9,13.1,7,15,0,250.1586206896552,0.77998398257786
95.3,57.9,18.7,16.7,2.3,10.9,29.0,89.1,6.2,16.3,7,16,0,215.67931034482757,0.7074983674391441
103.8,69.7,21.3,17.4,2.4,11.8,30.5,86.2,5.4,7.6,7,17,0,244.69655172413792,0.7711319391325129
78.8,41.1,17.0,14.4,2.0,9.4,29.4,92.2,7.6,18.0,7,18,0,192.48101265822785,0.5950620580371551
75.4,49.9,22.2,13.8,3.0,8.6,30.9,82.6,9.5,9.9,7,19,0,182.45569620253164,0.6013331973373844
75.4,65.0,2.0,10.0,1.0,3.0,32.8,70.9,4.9,27.9,7,20,0,150.1586206896552,0.45771211489228697
104.0,68.0,2.0,5.0,1.0,2.0,33.2,71.6,6.7,2.8,7,21,0,245.3793103448276,0.5546069412844972
101.0,51.0,2.0,6.0,1.0,2.0,32.1,77.2,12.9,9.6,7,22,0,235.13793103448276,0.548608416005027
74.0,50.0,3.0,6.0,1.0,2.0,32.2,72.5,13.5,0.5,7,23,0,145.3793103448276,0.42122510354981985
78.0,78.0,4.0,4.0,1.0,11.0,32.6,70.6,11.9,6.1,7,24,0,213.91304347826087,0.42868507560741903
130.0,37.0,6.0,9.0,1.0,4.0,31.3,80.7,9.8,14.4,7,25,0,307.90697674418607,0.7423689897750693
79.0,55.0,5.0,9.0,1.0,4.0,27.7,92.3,8.6,23.8,7,26,0,162.44827586206895,0.4828576931125193
101.0,42.0,5.0,8.0,1.0,2.0,29.6,84.6,5.2,9.0,7,27,0,235.13793103448276,0.58274548345038
83.0,21.0,1.0,6.0,1.0,2.0,28.8,87.7,5.5,18.7,7,28,0,176.10344827586206,0.45449125360111575
41.0,33.0,5.0,5.0,1.0,2.0,27.9,92.3,6.5,6.4,7,29,0,100.0,0.26322109964691615
48.0,58.0,7.0,5.0,1.0,2.0,29.7,82.9,6.9,1.8,7,30,0,100.0,0.30760630416817225
103.0,50.0,6.0,5.0,1.0,2.0,31.1,78.3,9.2,1.1,7,31,0,241.9655172413793,0.5715133341324353
62.0,53.0,3.0,4.0,1.0,2.0,31.4,74.5,10.9,0.1,8,1,0,104.41379310344827,0.34537544372720913
66.0,66.0,3.0,5.0,1.0,6.0,30.7,78.7,10.7,2.4,8,2,0,149.873417721519,0.3734944414398781
84.0,60.0,10.0,7.0,1.0,5.0,30.6,81.3,11.0,13.5,8,3,0,179.51724137931035,0.5170272354956561
95.0,46.0,2.0,9.0,1.0,7.0,29.3,86.8,6.2,9.5,8,4,0,214.6551724137931,0.545468227342463
92.0,59.0,4.0,5.0,1.0,4.0,29.5,88.3,5.0,5.1,8,5,0,204.41379310344828,0.5062115962183374
75.0,65.0,5.0,5.0,1.0,3.0,31.4,73.3,13.1,3.0,8,6,0,148.79310344827587,0.4281527540204422
70.0,73.0,4.0,5.0,1.0,4.0,30.3,70.7,13.0,0.2,8,7,0,131.72413793103448,0.39834767324708387
71.0,80.0,5.0,5.0,1.0,4.0,30.5,72.5,14.1,0.0,8,8,0,135.13793103448276,0.40860698698280257
82.0,79.0,8.0,6.0,1.0,6.0,30.8,69.9,13.0,0.0,8,9,0,172.68965517241378,0.487493850248785
89.0,82.0,8.0,6.0,1.0,5.0,30.8,71.2,10.2,0.4,8,10,0,196.58620689655172,0.5219933338973334
88.0,75.0,8.0,5.0,1.0,3.0,31.3,66.5,9.3,0.7,8,11,0,193.17241379310343,0.5082361179060797
79.0,62.0,6.0,5.0,1.0,4.0,31.6,61.6,13.7,0.0,8,12,0,162.44827586206895,0.45314198063797984
68.0,69.0,8.0,7.0,1.0,3.0,30.9,65.8,12.1,0.5,8,13,0,124.89655172413794,0.4275903316757287
86.0,66.0,6.0,6.0,1.0,4.0,30.7,70.0,7.2,0.2,8,14,0,186.3448275862069,0.49632762582535034
117.0,81.0,8.0,4.0,1.0,5.0,30.0,80.6,5.8,0.0,8,15,0,289.7586206896552,0.6432872119967138
117.0,89.0,7.0,5.0,1.0,5.0,31.9,72.4,6.9,0.0,8,16,0,289.7586206896552,0.6467141806589676
90.0,95.0,10.0,4.0,1.0,2.0,32.2,63.8,9.1,0.0,8,17,0,200.0,0.5201586345338135
103.0,65.0,28.0,9.0,1.0,5.0,32.6,64.1,9.1,0.2,8,18,0,241.9655172413793,0.7285506145299449
108.0,61.0,4.0,7.0,1.0,3.0,30.3,84.0,6.1,7.3,8,19,0,259.0344827586207,0.6031723720644349
104.0,82.0,16.0,5.0,1.0,4.0,31.9,75.2,7.8,0.2,8,20,0,245.3793103448276,0.6313530650106476
412.0,59.0,8.0,6.0,1.0,8.0,32.6,73.9,7.0,0.9,8,21,0,465.0120481927711,2.2488737260889704
108.0,42.0,3.0,5.0,1.0,8.0,31.1,80.8,9.1,11.1,8,22,0,259.0344827586207,0.5799107973225325
73.0,55.0,9.0,4.0,1.0,7.0,27.6,92.5,7.4,21.1,8,23,0,162.40506329113924,0.43119640693350303
74.0,89.0,11.0,5.0,1.0,6.0,29.1,76.0,9.6,0.0,8,24,0,149.873417721519,0.4556594269546632
71.0,122.0,13.0,4.0,1.0,5.0,30.4,68.2,10.7,0.0,8,25,0,137.34177215189874,0.44299801924464005
96.0,142.0,12.0,3.0,1.0,5.0,30.8,63.8,12.1,0.0,8,26,0,218.0689655172414,0.5518817487394228
104.0,122.0,14.0,5.0,1.0,5.0,30.9,58.7,12.5,0.1,8,27,0,245.3793103448276,0.6203539763098009
94.0,120.0,16.0,5.0,1.0,6.0,30.7,62.6,11.0,1.7,8,28,0,211.24137931034483,0.5815727659215636
92.0,114.0,21.0,7.0,1.0,7.0,31.5,61.7,9.5,0.0,8,29,0,204.41379310344828,0.6168437200162191
101.0,112.0,18.0,7.0,1.0,7.0,31.6,63.0,9.6,0.0,8,30,0,235.13793103448276,0.6452468054509612
104.0,108.0,15.0,6.0,1.0,6.0,31.8,62.0,8.2,0.0,8,31,0,245.3793103448276,0.6347760470020725
85.0,105.0,15.0,6.0,1.0,6.0,32.3,60.9,9.5,0.0,9,1,0,182.9310344827586,0.5403687592889846
83.0,105.0,15.0,5.0,2.0,5.0,32.2,57.8,10.7,0.0,9,2,0,176.10344827586206,0.5216486689063945
78.0,95.0,16.0,6.0,1.0,6.0,31.6,57.8,9.5,0.0,9,3,0,159.0344827586207,0.5112432798053038
73.0,84.0,26.0,8.0,3.0,7.0,31.6,58.4,10.0,0.0,9,4,0,162.40506329113924,0.5587164479378404
76.0,77.0,19.0,9.0,2.0,7.0,32.0,62.0,7.0,4.8,9,5,0,162.40506329113924,0.5442083597033729
38.0,70.0,31.0,8.0,2.0,7.0,31.6,59.2,5.7,3.5,9,6,0,162.40506329113924,0.41366035209143237
69.0,64.0,20.0,4.0,2.0,6.0,30.8,65.3,6.4,0.0,9,7,0,149.873417721519,0.4710496586587334
61.0,34.0,7.0,3.0,2.0,5.0,30.4,66.5,8.4,1.6,9,8,0,137.34177215189874,0.353247553247752
36.0,22.0,8.0,2.0,1.0,3.0,27.2,87.4,11.7,3.8,9,9,0,112.27848101265823,0.22932661284612404
23.0,51.0,13.0,6.0,3.0,4.0,25.7,96.8,10.9,41.0,9,10,0,124.81012658227849,0.227731898802475
75.0,66.0,20.0,9.0,2.0,7.0,27.8,85.9,6.4,0.4,9,11,0,162.40506329113924,0.5447163520518284
91.0,75.0,17.0,9.0,2.0,7.0,29.1,79.6,5.1,0.0,9,12,0,201.0,0.6077104187386725
124.0,88.0,12.0,7.0,1.0,6.0,30.8,76.5,4.6,6.8,9,13,0,303.30232558139534,0.7274438726720891
116.0,53.0,14.0,11.0,1.0,6.0,31.9,73.9,6.3,7.0,9,14,0,286.34482758620686,0.7342930919726337
79.0,39.0,2.0,12.0,1.0,5.0,29.5,82.1,7.6,7.4,9,15,0,162.44827586206895,0.49298120293705094
85.0,29.0,5.0,3.0,1.0,4.0,28.1,91.1,9.2,8.4,9,16,0,182.9310344827586,0.45961812509653494
71.0,28.0,7.0,3.0,1.0,3.0,28.3,87.8,13.1,6.3,9,17,0,135.13793103448276,0.40191319656733027
44.0,51.0,9.0,8.0,1.0,5.0,28.9,77.2,12.0,0.6,9,18,0,137.34177215189874,0.3248773982410802
63.0,69.0,24.0,8.0,1.0,6.0,30.7,71.2,9.4,0.2,9,19,0,149.873417721519,0.49842096691260923
89.0,64.0,18.0,7.0,1.0,5.0,31.2,68.4,4.6,0.5,9,20,0,196.58620689655172,0.5854585468781093
91.0,71.0,21.0,8.0,1.0,5.0,31.0,71.3,6.5,4.2,9,21,0,201.0,0.620773650195316
116.0,61.0,13.0,10.0,1.0,8.0,30.9,71.9,5.6,0.5,9,22,0,286.34482758620686,0.7197309998792453
118.0,73.0,19.0,10.0,1.0,9.0,28.4,84.4,6.3,1.0,9,23,0,293.17241379310343,0.763188254560691
136.0,82.0,31.0,9.0,2.0,6.0,28.4,78.2,7.7,0.7,9,24,0,312.51162790697674,0.9130786821632242
151.0,91.0,29.0,10.0,2.0,6.0,29.4,72.6,3.1,0.0,9,25,0,324.0232558139535,0.9881179776357052
153.0,84.0,24.0,8.0,2.0,5.0,30.1,69.1,5.5,0.0,9,26,0,325.5581395348837,0.9515672243743603
117.0,90.0,30.0,9.0,1.0,5.0,29.6,65.2,6.2,0.0,9,27,0,289.7586206896552,0.8105079295464365
128.0,102.0,33.0,13.0,2.0,7.0,28.5,64.0,6.4,0.0,9,28,0,306.37209302325584,0.9200508323933009
146.0,99.0,21.0,9.0,2.0,4.0,28.9,62.6,4.9,0.0,9,29,0,320.1860465116279,0.9078157663530471
130.0,94.0,18.0,9.0,1.0,4.0,29.5,62.3,7.1,0.0,9,30,0,307.90697674418607,0.8093298702504632
132.0,90.0,16.0,10.0,2.0,4.0,28.9,60.0,6.9,0.0,10,1,1,309.4418604651163,0.8173704243541917
123.0,95.0,13.0,13.0,1.0,5.0,27.7,53.2,5.8,0.0,10,2,1,302.5348837209302,0.7821568416707008
129.0,106.0,11.0,12.0,1.0,5.0,27.2,49.7,7.4,0.0,10,3,1,307.13953488372096,0.7923202036681424
138.0,129.0,4.0,15.0,2.0,9.0,27.7,54.8,7.1,0.0,10,4,1,314.04651162790697,0.8260645298945238
152.0,140.0,2.0,16.0,2.0,11.0,27.6,54.3,6.6,0.0,10,5,1,324.7906976744186,0.8953636701966646
150.0,119.0,18.0,12.0,2.0,11.0,28.0,53.1,4.2,0.0,10,6,1,323.25581395348837,0.9389050416139841
132.0,106.0,14.0,10.0,2.0,10.0,28.9,58.5,5.8,0.0,10,7,1,309.4418604651163,0.8061716602542922
116.0,98.0,17.0,9.0,2.0,9.0,30.1,60.6,5.9,0.0,10,8,1,286.34482758620686,0.7329373729945026
112.0,109.0,3.0,15.0,2.0,9.0,30.4,59.4,6.1,0.0,10,9,1,272.6896551724138,0.6891533754328515
122.0,102.0,22.0,12.0,1.0,7.0,29.8,53.4,5.5,0.4,10,10,1,301.7674418604651,0.8183511494212844
140.0,111.0,24.0,14.0,1.0,9.0,27.9,56.2,7.8,0.0,10,11,1,315.5813953488372,0.9398971914720555
159.0,128.0,28.0,17.0,3.0,9.0,26.9,54.2,5.3,0.0,10,12,1,330.16279069767444,1.0888602569894417
166.0,122.0,20.0,13.0,2.0,12.0,28.1,56.2,4.7,0.0,10,13,1,335.5348837209302,1.0421741095582133
158.0,130.0,48.0,15.0,2.0,13.0,28.7,56.0,3.8,0.0,10,14,1,329.3953488372093,1.1803528796661689
141.0,99.0,15.0,12.0,1.0,6.0,27.5,59.0,4.7,0.1,10,15,1,316.3488372093023,0.8758318486105814
99.0,71.0,4.0,14.0,2.0,6.0,25.4,60.1,10.8,3.3,10,16,1,228.31034482758622,0.6207019973382432
112.0,69.0,3.0,11.0,1.0,5.0,21.9,77.3,5.0,2.6,10,17,1,272.6896551724138,0.6533148320668309
114.0,65.0,2.0,11.0,1.0,5.0,23.9,64.2,6.9,0.0,10,18,1,279.51724137931035,0.6578032343698436
109.0,97.0,2.0,14.0,2.0,8.0,23.6,60.5,6.6,0.0,10,19,1,262.44827586206895,0.6596320245645979
162.0,113.0,3.0,21.0,2.0,9.0,23.8,61.0,4.4,0.0,10,20,1,332.4651162790698,0.9984720481309738
181.0,132.0,32.0,17.0,5.0,12.0,23.7,60.3,2.0,0.0,10,21,1,347.04651162790697,1.2274274700135825
204.0,114.0,22.0,14.0,2.0,10.0,24.2,60.4,3.6,0.0,10,22,1,364.69767441860466,1.2623758410743782
182.0,106.0,24.0,14.0,2.0,9.0,24.1,63.6,4.8,0.0,10,23,1,347.8139534883721,1.1580180430201856
158.0,119.0,27.0,15.0,2.0,9.0,24.5,56.9,5.0,0.0,10,24,1,329.3953488372093,1.0592932257275325
185.0,129.0,8.0,14.0,3.0,12.0,24.1,58.5,4.8,0.0,10,25,1,350.1162790697674,1.0814661787308792
167.0,143.0,3.0,17.0,3.0,13.0,24.2,55.0,5.3,0.0,10,26,1,336.30232558139534,0.9873439501987589
182.0,202.0,3.0,23.0,4.0,21.0,23.7,52.7,4.0,0.0,10,27,1,347.8139534883721,1.1210426817468613
194.0,196.0,3.0,23.0,3.0,20.0,24.1,53.0,3.3,0.0,10,28,1,357.0232558139535,1.1839700575704826
203.0,220.0,3.0,22.0,3.0,18.0,24.1,57.2,3.8,0.0,10,29,1,363.93023255813955,1.22196406961509
212.0,261.0,3.0,22.0,4.0,21.0,25.0,59.1,3.4,0.0,10,30,1,370.8372093023256,1.2695684176207636
240.0,201.0,6.0,18.0,3.0,17.0,24.8,67.5,2.9,0.0,10,31,1,392.3255813953488,1.3983641471321122
232.0,401.0,20.0,31.0,4.0,22.0,24.2,64.9,2.2,0.0,11,1,1,386.1860465116279,1.5642007497368073
373.0,448.0,10.0,21.0,3.0,20.0,23.5,72.4,1.8,0.0,11,2,1,449.50602409638554,2.1914241589976946
361.0,401.0,17.0,23.0,3.0,23.0,22.8,72.7,2.2,0.6,11,3,1,444.73493975903614,2.1873751180383034
371.0,423.0,16.0,23.0,3.0,26.0,22.7,76.2,0.8,0.0,11,4,1,448.71084337349396,2.238627433917557
341.0,291.0,35.0,21.0,4.0,24.0,23.3,71.3,1.5,0.0,11,5,1,436.7831325301205,2.165960756487818
276.0,270.0,15.0,22.0,4.0,32.0,22.6,65.3,2.5,0.0,11,6,1,410.93975903614455,1.6867699815841604
277.0,300.0,25.0,27.0,3.0,25.0,23.2,64.0,2.2,0.0,11,7,1,411.33734939759034,1.8027789177929896
318.0,334.0,26.0,24.0,3.0,22.0,23.4,66.7,0.7,0.0,11,8,1,427.6385542168675,2.0088996364208818
341.0,162.0,14.0,15.0,2.0,15.0,23.3,66.8,3.8,0.0,11,9,1,436.7831325301205,1.9731287436174423
221.0,91.0,13.0,11.0,2.0,9.0,20.2,84.9,8.3,1.6,11,10,1,377.74418604651163,1.2714407905618976
159.0,127.0,20.0,11.0,3.0,10.0,19.8,76.2,5.7,0.0,11,11,1,330.16279069767444,0.9874181695584853
190.0,451.0,28.0,14.0,5.0,14.0,19.8,72.8,4.8,0.0,11,12,1,429.69565217391306,1.2233296615798885
479.0,157.0,28.0,17.0,2.0,14.0,19.6,74.6,2.6,0.0,11,13,1,491.65060240963857,2.8940156115713767
246.0,203.0,33.0,15.0,3.0,17.0,19.4,70.9,3.1,0.0,11,14,1,396.93023255813955,1.562669251451814
284.0,287.0,37.0,19.0,3.0,22.0,19.1,70.5,4.1,0.0,11,15,1,414.12048192771084,1.8357678832877216
355.0,206.0,35.0,17.0,4.0,26.0,19.1,76.3,2.0,0.0,11,16,1,442.34939759036143,2.2053053128884494
278.0,141.0,28.0,15.0,3.0,17.0,20.1,73.6,0.6,0.0,11,17,1,411.73493975903614,1.7077889053587842
206.0,131.0,30.0,12.0,3.0,18.0,20.6,69.4,2.8,0.0,11,18,1,366.2325581395349,1.3008203562135965
199.0,155.0,32.0,13.0,4.0,22.0,19.9,68.7,2.4,0.0,11,19,1,360.8604651162791,1.2848507247577066
223.0,190.0,15.0,15.0,2.0,14.0,19.3,73.0,2.2,0.0,11,20,1,379.27906976744185,1.331833601205024
266.0,198.0,22.0,16.0,3.0,19.0,18.8,71.4,5.6,0.0,11,21,1,406.96385542168673,1.615374682828918
286.0,226.0,27.0,19.0,4.0,30.0,17.8,68.1,4.9,0.0,11,22,1,414.9156626506024,1.785539100656253
279.0,256.0,36.0,20.0,5.0,33.0,18.2,69.2,3.0,0.0,11,23,1,412.13253012048193,1.8117342680415918
307.0,237.0,33.0,18.0,5.0,26.0,18.2,70.7,1.3,0.0,11,24,1,423.26506024096386,1.929845559970944
291.0,239.0,23.0,17.0,4.0,31.0,18.1,70.4,2.7,0.0,11,25,1,416.90361445783134,1.7689628188188182
263.0,199.0,42.0,14.0,3.0,23.0,19.3,68.0,2.7,0.0,11,26,1,405.7710843373494,1.7003407079078294
260.0,105.0,13.0,10.0,3.0,13.0,18.5,75.5,5.4,2.5,11,27,1,404.578313253012,1.4705303424967486
204.0,140.0,13.0,9.0,4.0,21.0,17.7,87.3,4.2,2.8,11,28,1,364.69767441860466,1.1628887217122441
276.0,181.0,15.0,11.0,5.0,28.0,18.5,81.4,2.1,0.2,11,29,1,410.93975903614455,1.5790011294672603
260.0,168.0,24.0,11.0,2.0,15.0,19.1,82.8,3.5,1.5,11,30,1,404.578313253012,1.545925900981797
254.0,146.0,18.0,11.0,4.0,18.0,19.4,82.8,2.6,0.7,12,1,0,402.1927710843373,1.477561041075992
211.0,142.0,22.0,13.0,3.0,17.0,17.9,83.9,2.6,0.0,12,2,0,370.06976744186045,1.2900186610130686
198.0,129.0,20.0,12.0,4.0,15.0,18.4,75.7,2.4,0.7,12,3,0,360.09302325581393,1.2001379827539216
197.0,197.0,10.0,18.0,2.0,11.0,19.4,72.3,3.6,0.0,12,4,0,359.3255813953488,1.1933155407013323
211.0,128.0,20.0,18.0,1.0,33.0,17.9,70.4,5.0,0.0,12,5,0,394.14201183431953,1.3258580515322786
200.0,137.0,26.0,17.0,2.0,13.0,16.9,73.4,2.2,0.0,12,6,0,361.62790697674416,1.29301805931244
214.0,136.0,26.0,17.0,1.0,10.0,16.7,76.0,3.5,0.0,12,7,0,372.37209302325584,1.3676456651676503
204.0,153.0,28.0,26.0,7.0,21.0,17.3,70.3,5.0,0.0,12,8,0,364.69767441860466,1.412139941162804
217.0,140.0,19.0,19.0,2.0,83.0,16.9,70.1,5.4,0.0,12,9,0,374.6744186046512,1.3615407976421048
210.0,146.0,18.0,19.0,4.0,41.0,15.6,69.3,6.9,0.0,12,10,0,443.9622641509434,1.3183111980559747
216.0,169.0,17.0,14.0,3.0,28.0,15.4,68.1,2.1,0.0,12,11,0,373.90697674418607,1.2967930196683664
227.0,200.0,20.0,15.0,3.0,23.0,15.8,72.8,3.1,0.0,12,12,0,382.34883720930236,1.3826697341727214
264.0,153.0,20.0,15.0,1.0,13.0,16.2,70.1,2.9,0.0,12,13,0,406.1686746987952,1.5826398961018882
223.0,163.0,2.0,20.0,2.0,19.0,15.3,65.9,5.1,0.0,12,14,0,379.27906976744185,1.3031239184798775
226.0,180.0,5.0,20.0,3.0,25.0,15.0,66.6,2.4,0.0,12,15,0,381.5813953488372,1.336717149479937
245.0,155.0,1.0,21.0,1.0,22.0,14.7,68.0,3.8,0.0,12,16,0,396.16279069767444,1.424420408806763
234.0,139.0,1.0,19.0,1.0,13.0,15.7,64.8,3.7,0.0,12,17,0,387.72093023255815,1.346326355748779
217.0,123.0,15.0,19.0,1.0,9.0,14.5,71.7,7.6,0.0,12,18,0,374.6744186046512,1.337987666973252
192.0,138.0,8.0,14.0,2.0,15.0,14.5,65.1,7.8,0.0,12,19,0,355.48837209302326,1.1179939693321304
202.0,206.0,18.0,14.0,3.0,17.0,14.2,69.0,5.2,0.0,12,20,0,363.16279069767444,1.2284684299390563
274.0,356.0,19.0,19.0,3.0,25.0,14.3,75.5,3.5,0.0,12,21,0,410.144578313253,1.670517877312611
378.0,331.0,12.0,17.0,3.0,31.0,14.2,76.5,2.2,0.0,12,22,0,451.49397590361446,2.191719332906713
351.0,206.0,18.0,15.0,2.0,26.0,16.1,75.4,3.9,1.2,12,23,0,440.7590361445783,2.054742979751556
283.0,175.0,17.0,11.0,1.0,15.0,15.9,77.9,2.0,0.0,12,24,0,413.72289156626505,1.6292982174479091
275.0,220.0,12.0,13.0,2.0,19.0,14.8,81.7,4.9,0.0,12,25,0,410.5421686746988,1.5750166374237586
297.0,246.0,12.0,13.0,1.0,17.0,14.0,85.0,2.9,0.0,12,26,0,419.28915662650604,1.6955551683090593
325.0,201.0,9.0,10.0,2.0,12.0,13.0,91.8,4.2,0.0,12,27,0,430.421686746988,1.8025163030518077
280.0,209.0,6.0,12.0,2.0,13.0,12.9,91.0,5.6,0.0,12,28,0,412.5301204819277,1.5564783246546514
283.0,308.0,9.0,13.0,3.0,12.0,13.9,93.9,3.3,0.0,12,29,0,413.72289156626505,1.6006159403517128
344.0,218.0,4.0,12.0,4.0,11.0,14.6,90.1,4.2,0.0,12,30,0,437.9759036144578,1.8977943918491618
293.0,151.0,5.0,1.0,1.0,11.0,13.3,87.1,4.6,0.0,12,31,0,417.69879518072287,1.5142504885754078
220.0,170.0,6.0,9.0,2.0,8.0,12.1,81.8,4.9,0.0,1,1,0,376.9767441860465,1.2064452708244593
237.0,154.0,8.0,10.0,3.0,9.0,11.2,82.2,5.2,0.0,1,2,0,390.0232558139535,1.317655195987428
236.0,199.0,5.0,9.0,2.0,12.0,10.8,87.7,4.8,0.0,1,3,0,389.25581395348837,1.2852431402933902
277.0,178.0,3.0,8.0,2.0,10.0,10.2,92.7,7.8,0.0,1,4,0,411.33734939759034,1.4834751570827902
229.0,142.0,2.0,8.0,3.0,9.0,12.0,92.9,3.9,0.1,1,5,0,383.8837209302326,1.2212163183535416
222.0,160.0,3.0,11.0,3.0,11.0,12.1,85.1,4.8,0.0,1,6,0,378.51162790697674,1.2184100021453403
234.0,283.0,7.0,8.0,2.0,9.0,11.6,81.2,4.5,0.0,1,7,0,387.72093023255815,1.2768419953513022
289.0,146.0,4.0,11.0,3.0,13.0,10.9,88.2,3.1,0.0,1,8,0,416.10843373493975,1.5837485554062531
207.0,156.0,3.0,6.0,2.0,8.0,10.9,90.8,7.9,0.0,1,9,0,367.0,1.092821560388157
225.0,190.0,4.0,6.0,2.0,9.0,9.7,87.4,10.2,0.0,1,10,0,380.8139534883721,1.1929048178991832
262.0,152.0,8.0,8.0,2.0,11.0,10.7,83.4,7.3,0.0,1,11,0,405.3734939759036,1.4323166919838972
248.0,381.0,7.0,8.0,2.0,11.0,10.2,83.5,5.6,0.0,1,12,0,398.4651162790698,1.3513589359733342
405.0,364.0,9.0,14.0,4.0,25.0,10.9,86.9,2.8,0.0,1,13,0,462.2289156626506,2.2975693888916147
322.0,150.0,10.0,10.0,5.0,26.0,10.9,85.2,3.4,0.0,1,14,0,429.2289156626506,1.7919710352671643
254.0,184.0,8.0,9.0,3.0,16.0,10.4,80.7,5.8,0.0,1,15,0,402.1927710843373,1.3989478912856081
297.0,155.0,3.0,6.0,1.0,17.0,10.2,88.5,7.9,0.0,1,16,0,419.28915662650604,1.5725997717840376
244.0,140.0,5.0,4.0,1.0,11.0,10.8,82.9,6.4,0.0,1,17,0,395.3953488372093,1.2802409002554458
219.0,152.0,3.0,4.0,2.0,11.0,10.7,86.8,4.1,0.0,1,18,0,376.2093023255814,1.1368368357326923
235.0,146.0,1.0,4.0,2.0,10.0,10.0,89.7,5.7,0.0,1,19,0,388.48837209302326,1.2093134357593753
230.0,160.0,4.0,4.0,1.0,12.0,11.5,82.4,5.0,0.0,1,20,0,384.6511627906977,1.2003975584111723
246.0,175.0,6.0,3.0,1.0,12.0,9.3,90.1,8.3,0.0,1,21,0,396.93023255813955,1.2872163324856727
246.0,239.0,5.0,4.0,1.0,10.0,10.5,82.7,5.1,0.0,1,22,0,396.93023255813955,1.2908584093952478
285.0,238.0,7.0,5.0,1.0,12.0,11.9,84.9,5.5,0.0,1,23,0,414.51807228915663,1.521620746300371
310.0,206.0,6.0,4.0,1.0,15.0,11.5,85.8,4.6,0.0,1,24,0,424.4578313253012,1.642180753135739
269.0,307.0,4.0,5.0,1.0,16.0,10.9,87.0,4.6,0.0,1,25,0,408.1566265060241,1.4173902923361672
391.0,168.0,7.0,7.0,1.0,28.0,12.3,76.9,2.7,0.0,1,26,0,456.66265060240966,2.132079294540892
248.0,181.0,13.0,4.0,1.0,18.0,14.0,68.6,6.5,0.0,1,27,0,398.4651162790698,1.348486025530581
270.0,158.0,24.0,5.0,2.0,41.0,13.3,78.6,6.8,0.0,1,28,0,443.9622641509434,1.541953181623974
263.0,256.0,10.0,6.0,1.0,16.0,14.1,84.1,6.2,0.0,1,29,0,405.7710843373494,1.4303172390032182
343.0,196.0,4.0,9.0,1.0,17.0,12.7,92.3,4.2,0.0,1,30,0,437.578313253012,1.8621588006312904
331.0,55.0,3.0,15.0,1.0,20.0,12.8,96.3,5.0,6.7,1,31,0,432.8072289156627,1.8489098907041397
150.0,95.0,4.0,10.0,1.0,9.0,15.2,94.2,11.6,33.0,2,1,0,323.25581395348837,0.8416234283971155
186.0,89.0,7.0,8.0,1.0,11.0,12.9,94.0,6.0,0.0,2,2,0,350.8837209302326,1.0251782121670066
163.0,121.0,6.0,11.0,1.0,11.0,14.0,74.7,4.9,0.0,2,3,0,333.2325581395349,0.9285247285430944
206.0,88.0,3.0,11.0,2.0,14.0,16.1,87.3,7.1,4.3,2,4,0,366.2325581395349,1.13432111026449
172.0,82.0,10.0,7.0,3.0,7.0,16.1,83.8,7.9,0.8,2,5,0,340.13953488372096,0.9607010159936975
149.0,93.0,15.0,8.0,1.0,7.0,13.5,73.0,7.1,0.0,2,6,0,322.48837209302326,0.8801551203265671
153.0,83.0,16.0,9.0,1.0,7.0,13.5,67.8,9.2,0.0,2,7,0,325.5581395348837,0.9154373220996842
150.0,85.0,15.0,7.0,1.0,5.0,14.4,66.2,13.0,0.0,2,8,0,323.25581395348837,0.8761256067841688
148.0,164.0,20.0,10.0,1.0,9.0,14.9,58.2,6.3,0.0,2,9,0,321.72093023255815,0.9215891182608118
