pm25,pm10,o3,no2,so2,co,temp,humidity,windspeedmean,precipitation_mm,month,day,is_festive,AQI,AQHI
234.0,144.0,26.0,13.0,2.0,17.0,14.9,70.0,2.6,0.0,2,10,0,387.72093023255815,1.4365708758650837
231.0,145.0,26.0,13.0,2.0,12.0,15.1,73.9,4.1,0.0,2,11,0,385.4186046511628,1.4204357584656917
230.0,177.0,21.0,14.0,1.0,14.0,15.5,79.2,2.7,0.0,2,12,0,384.6511627906977,1.395071528523131
260.0,123.0,14.0,14.0,2.0,16.0,15.9,80.4,2.8,0.0,2,13,0,404.578313253012,1.51519654776619
179.0,128.0,24.0,13.0,3.0,12.0,16.7,76.5,5.4,0.0,2,14,0,345.51162790697674,1.1329237393512313
186.0,124.0,24.0,12.0,3.0,11.0,16.9,71.2,5.6,0.0,2,15,0,350.8837209302326,1.1602375925735713
172.0,132.0,24.0,13.0,3.0,12.0,17.2,63.8,3.3,0.0,2,16,0,340.13953488372096,1.0963451398170196
178.0,152.0,24.0,9.0,4.0,14.0,17.1,62.4,5.3,0.0,2,17,0,344.74418604651163,1.0903268389955294
190.0,144.0,16.0,4.0,3.0,17.0,19.2,60.4,6.2,0.0,2,18,0,353.95348837209303,1.0603180439907685
168.0,118.0,19.0,2.0,1.0,7.0,20.9,57.3,14.6,0.0,2,19,0,337.06976744186045,0.9451655914501516
178.0,117.0,12.0,3.0,1.0,10.0,20.9,72.7,6.6,0.1,2,20,0,344.74418604651163,0.9661173583022716
158.0,90.0,18.0,2.0,1.0,9.0,19.4,66.8,8.9,0.0,2,21,0,329.3953488372093,0.8882187908967459
122.0,75.0,20.0,3.0,1.0,6.0,18.9,52.1,6.4,0.0,2,22,0,301.7674418604651,0.7257684701682895
97.0,108.0,21.0,2.0,2.0,6.0,16.8,51.8,6.9,0.0,2,23,0,221.48275862068965,0.5972166895908809
147.0,101.0,22.0,4.0,2.0,11.0,17.3,51.1,2.9,0.0,2,24,0,320.95348837209303,0.8728213015195871
140.0,94.0,23.0,2.0,2.0,8.0,18.2,45.7,5.7,0.0,2,25,0,315.5813953488372,0.8245401895988619
121.0,86.0,21.0,3.0,1.0,10.0,18.8,43.6,3.6,0.0,2,26,0,301.0,0.7262855407492249
113.0,81.0,19.0,3.0,1.0,8.0,18.8,52.2,7.5,0.4,2,27,0,276.1034482758621,0.6750149530195089
125.0,85.0,22.0,2.0,2.0,6.0,18.0,63.9,9.1,0.0,2,28,0,304.06976744186045,0.7429904736357065
118.0,116.0,27.0,2.0,1.0,8.0,19.1,59.7,7.4,0.0,2,29,0,293.17241379310343,0.735493724222013
154.0,67.0,26.0,3.0,4.0,12.0,21.6,57.2,6.4,0.7,3,1,0,326.3255813953488,0.9220843676645637
76.0,90.0,11.0,1.0,1.0,5.0,21.3,70.5,17.8,6.7,3,2,0,152.20689655172413,0.4304128041746667
96.0,69.0,16.0,1.0,1.0,5.0,19.4,63.2,8.1,6.3,3,3,0,218.0689655172414,0.5560104969624327
86.0,74.0,24.0,1.0,2.0,5.0,17.8,47.2,6.4,0.0,3,4,0,186.3448275862069,0.5501737914626774
106.0,77.0,24.0,1.0,1.0,5.0,16.7,49.9,11.2,0.0,3,5,0,252.20689655172413,0.6496700907428488
125.0,97.0,26.0,2.0,1.0,6.0,16.5,51.8,8.9,0.0,3,6,0,304.06976744186045,0.7652641767199746
133.0,85.0,26.0,3.0,2.0,9.0,18.7,51.8,6.2,0.0,3,7,0,310.2093023255814,0.8148668635839645
116.0,77.0,24.0,2.0,2.0,7.0,19.8,51.1,8.0,0.0,3,8,0,286.34482758620686,0.7087712573829772
109.0,106.0,26.0,2.0,1.0,6.0,19.0,53.8,9.1,0.0,3,9,0,262.44827586206895,0.6846924763371808
160.0,86.0,34.0,3.0,4.0,8.0,19.8,52.7,6.0,0.0,3,10,0,330.93023255813955,0.9984189789803293
116.0,100.0,34.0,2.0,2.0,6.0,23.1,48.1,5.4,0.0,3,11,0,286.34482758620686,0.7643610995594885
141.0,88.0,30.0,2.0,1.0,8.0,22.9,50.8,7.0,0.0,3,12,0,316.3488372093023,0.8689623518324593
103.0,101.0,21.0,3.0,1.0,7.0,22.3,55.1,6.2,0.0,3,13,0,241.9655172413793,0.6360266428876801
136.0,71.0,24.0,2.0,4.0,9.0,23.0,53.2,7.9,0.0,3,14,0,312.51162790697674,0.8098198433455666
75.0,97.0,22.0,1.0,2.0,5.0,21.4,45.8,10.8,0.0,3,15,0,148.79310344827587,0.4850088478140715
133.0,109.0,35.0,3.0,4.0,8.0,21.5,46.6,5.2,0.0,3,16,0,310.2093023255814,0.8653982797901868
143.0,113.0,33.0,3.0,4.0,7.0,21.8,49.4,5.2,0.0,3,17,0,317.8837209302326,0.9052589393273495
141.0,114.0,30.0,3.0,4.0,8.0,21.8,51.0,6.2,0.0,3,18,0,316.3488372093023,0.8780981961235257
141.0,114.0,33.0,3.0,5.0,10.0,22.9,49.6,4.4,0.0,3,19,0,316.3488372093023,0.8950168212262799
138.0,107.0,29.0,3.0,5.0,11.0,24.2,49.8,6.2,0.0,3,20,0,314.04651162790697,0.8571531485363962
148.0,101.0,21.0,2.0,4.0,10.0,23.0,62.7,10.8,0.0,3,21,0,321.72093023255815,0.8540432666608311
144.0,137.0,24.0,3.0,3.0,11.0,25.3,59.4,7.6,0.0,3,22,0,318.6511627906977,0.8596354341256688
173.0,93.0,11.0,4.0,7.0,18.0,26.5,51.8,7.1,0.0,3,23,0,340.90697674418607,0.9439089607465482
102.0,94.0,1.0,3.0,3.0,11.0,24.5,55.4,7.9,0.0,3,24,0,238.55172413793105,0.5215777099217619
135.0,77.0,21.0,1.0,5.0,9.0,24.9,59.1,8.5,0.0,3,25,0,311.74418604651163,0.7789133147526093
114.0,97.0,27.0,2.0,4.0,6.0,26.4,51.2,7.9,0.0,3,26,0,279.51724137931035,0.7153498397299605
116.0,91.0,29.0,2.0,5.0,10.0,28.9,44.6,5.9,0.0,3,27,0,286.34482758620686,0.7365288638120893
122.0,109.0,40.0,2.0,5.0,7.0,29.7,40.9,8.1,0.0,3,28,0,301.7674418604651,0.8283305702155318
136.0,125.0,37.0,2.0,5.0,7.0,28.8,51.4,6.7,1.3,3,29,0,312.51162790697674,0.8828528206782926
139.0,131.0,29.0,4.0,1.0,10.0,29.5,46.1,8.3,0.0,3,30,0,314.8139534883721,0.8713845157310461
130.0,80.0,23.0,2.0,4.0,11.0,28.8,44.4,9.4,0.0,3,31,0,307.90697674418607,0.7738213563985211
90.0,79.0,26.0,1.0,1.0,4.0,25.3,49.3,12.6,0.0,4,1,0,200.0,0.5809405741620703
92.0,99.0,35.0,3.0,2.0,9.0,26.1,36.2,10.0,0.0,4,2,0,204.41379310344828,0.658203896508844
109.0,99.0,32.0,3.0,2.0,8.0,28.1,34.9,4.2,0.0,4,3,0,262.44827586206895,0.7269370864925355
100.0,101.0,22.0,2.0,2.0,6.0,29.6,32.1,5.5,0.0,4,4,0,231.72413793103448,0.6176418649536279
108.0,92.0,31.0,2.0,1.0,5.0,29.8,31.3,9.9,0.0,4,5,0,259.0344827586207,0.7073569449110263
85.0,102.0,30.0,3.0,4.0,8.0,28.6,29.7,9.8,0.0,4,6,0,182.9310344827586,0.5957870254870071
121.0,119.0,32.0,3.0,4.0,9.0,27.9,29.0,8.2,0.0,4,7,0,301.0,0.7875545662752853
119.0,101.0,40.0,4.0,4.0,10.0,28.9,29.7,6.6,0.0,4,8,0,296.58620689655174,0.831265666544407
127.0,128.0,48.0,4.0,5.0,10.0,29.4,27.2,5.1,0.0,4,9,0,305.6046511627907,0.9171961162184669
146.0,116.0,34.0,3.0,3.0,9.0,29.5,29.4,4.5,0.0,4,10,0,320.1860465116279,0.9263001983677128
124.0,124.0,42.0,4.0,4.0,10.0,30.0,32.3,5.7,0.0,4,11,0,303.30232558139534,0.8679873529026596
135.0,96.0,25.0,2.0,2.0,7.0,30.8,32.5,4.3,0.0,4,12,0,311.74418604651163,0.8103411166002259
115.0,77.0,16.0,2.0,2.0,6.0,29.2,40.9,9.9,2.4,4,13,0,282.9310344827586,0.6595087251047165
105.0,106.0,34.0,4.0,3.0,10.0,26.4,58.1,7.8,0.2,4,14,0,248.79310344827587,0.7269060595739711
151.0,113.0,21.0,2.0,4.0,9.0,28.6,54.3,3.9,0.0,4,15,0,324.0232558139535,0.8693502798468695
120.0,81.0,29.0,1.0,1.0,4.0,29.9,39.0,12.0,0.0,4,16,0,300.0,0.7476838805274341
70.0,105.0,28.0,2.0,2.0,5.0,29.1,28.5,13.8,0.0,4,17,0,137.34177215189874,0.5017691906608099
96.0,101.0,19.0,3.0,2.0,8.0,30.9,26.7,8.5,0.0,4,18,0,218.0689655172414,0.5901724252411307
87.0,123.0,25.0,1.0,2.0,5.0,32.5,32.5,7.1,0.0,4,19,0,189.75862068965517,0.5605886547712401
103.0,77.0,28.0,1.0,1.0,6.0,30.9,36.8,9.7,0.0,4,20,0,241.9655172413793,0.6567246062745835
76.0,72.0,29.0,2.0,1.0,7.0,31.0,34.4,10.3,0.0,4,21,0,162.40506329113924,0.536825019779737
74.0,131.0,37.0,3.0,2.0,7.0,31.0,32.5,9.2,0.1,4,22,0,162.40506329113924,0.5794826039073224
113.0,84.0,35.0,3.0,2.0,8.0,29.2,41.1,8.6,0.0,4,23,0,276.1034482758621,0.7638109876146923
103.0,102.0,33.0,4.0,3.0,10.0,29.6,42.0,6.3,0.0,4,24,0,241.9655172413793,0.7112906587704027
113.0,94.0,38.0,4.0,3.0,10.0,31.3,31.9,7.4,0.0,4,25,0,276.1034482758621,0.7896041471711612
106.0,110.0,27.0,2.0,1.0,6.0,31.7,34.5,5.4,0.0,4,26,0,252.20689655172413,0.6751796007297822
90.0,87.0,31.0,2.0,1.0,7.0,31.4,38.0,8.1,0.0,4,27,0,200.0,0.6172632499782756
92.0,124.0,42.0,2.0,4.0,11.0,31.1,32.1,4.4,0.0,4,28,0,213.91304347826087,0.6879169050636607
131.0,103.0,32.0,1.0,2.0,6.0,30.8,36.3,7.3,0.0,4,29,0,308.6744186046512,0.8201459063174983
88.0,117.0,27.0,1.0,2.0,6.0,29.7,30.4,10.7,0.0,4,30,0,193.17241379310343,0.576485753503446
96.0,106.0,35.0,2.0,2.0,7.0,28.2,20.9,14.2,0.0,5,1,0,218.0689655172414,0.6692745117923901
111.0,156.0,38.0,4.0,5.0,11.0,28.6,25.4,10.9,0.0,5,2,0,269.2758620689655,0.7794746219959954
155.0,178.0,48.0,4.0,5.0,16.0,30.3,25.3,8.4,0.0,5,3,0,327.09302325581393,1.061802069797826
187.0,149.0,42.0,3.0,7.0,16.0,32.6,24.8,7.0,0.0,5,4,0,351.6511627906977,1.1852012541800734
161.0,130.0,38.0,2.0,2.0,11.0,33.7,25.1,7.8,0.0,5,5,0,331.69767441860466,1.0171582517000848
125.0,174.0,51.0,4.0,7.0,19.0,34.1,28.4,8.6,0.0,5,6,0,312.1301775147929,0.9239075074956795
179.0,135.0,24.0,1.0,2.0,9.0,34.2,33.8,6.7,0.0,5,7,0,345.51162790697674,1.021167476052281
134.0,98.0,30.0,1.0,2.0,8.0,32.2,50.5,13.1,0.0,5,8,0,310.9767441860465,0.8241852381897016
106.0,104.0,32.0,1.0,2.0,9.0,31.7,48.5,13.0,0.0,5,9,0,252.20689655172413,0.6938636255048207
140.0,131.0,46.0,1.0,1.0,6.0,32.6,49.3,12.7,0.8,5,10,0,315.5813953488372,0.9450811073864324
95.0,97.0,17.0,4.0,3.0,14.0,31.8,41.9,10.3,0.7,5,11,0,256.95652173913044,0.5831330197572797
129.0,117.0,50.0,3.0,4.0,13.0,32.9,41.6,7.0,0.1,5,12,0,307.13953488372096,0.9296002621474581
145.0,138.0,49.0,3.0,4.0,12.0,33.9,35.2,6.1,0.0,5,13,0,319.4186046511628,1.0063823175547881
154.0,126.0,54.0,4.0,5.0,16.0,33.7,30.8,7.0,0.0,5,14,0,326.3255813953488,1.0910441456924798
158.0,130.0,84.0,3.0,5.0,13.0,34.0,26.2,5.4,0.0,5,15,0,329.3953488372093,1.2766459370368384
161.0,145.0,40.0,3.0,3.0,13.0,34.9,30.5,6.4,0.0,5,16,0,331.69767441860466,1.03785867220966
124.0,148.0,39.0,3.0,7.0,13.0,36.8,27.0,6.1,0.0,5,17,0,303.30232558139534,0.8419998874629143
144.0,125.0,36.0,2.0,4.0,11.0,37.0,26.7,7.3,0.0,5,18,0,318.6511627906977,0.9181756917760634
131.0,132.0,48.0,4.0,6.0,9.0,38.0,23.9,9.0,0.0,5,19,0,308.6744186046512,0.937733580479353
105.0,144.0,43.0,5.0,10.0,12.0,37.8,24.0,8.7,0.0,5,20,0,248.79310344827587,0.7860670523320887
137.0,112.0,42.0,8.0,6.0,9.0,35.7,40.8,9.7,0.0,5,21,0,313.27906976744185,0.9713882586304144
140.0,88.0,49.0,17.0,5.0,9.0,36.0,44.3,12.1,0.2,5,22,0,315.5813953488372,1.1105475887872562
99.0,82.0,58.0,17.0,5.0,8.0,35.2,45.3,14.1,0.0,5,23,0,228.31034482758622,0.9494434804979776
100.0,94.0,88.0,20.0,6.0,9.0,35.4,44.1,11.7,0.0,5,24,0,231.72413793103448,1.154355708748434
120.0,96.0,103.0,25.0,10.0,10.0,37.2,36.4,7.9,0.0,5,25,0,300.0,1.395567010197861
104.0,123.0,122.0,28.0,14.0,14.0,37.8,27.8,6.4,0.0,5,26,0,256.95652173913044,1.4510252255520333
139.0,123.0,127.0,35.0,16.0,15.0,38.5,25.7,6.9,0.0,5,27,0,314.8139534883721,1.7405602085577585
133.0,154.0,78.0,24.0,11.0,10.0,38.5,24.6,6.2,0.0,5,28,0,310.2093023255814,1.3082131291506478
106.0,122.0,92.0,17.0,9.0,8.0,37.8,28.0,8.9,0.0,5,29,0,252.20689655172413,1.180849495013008
98.0,125.0,89.0,19.0,9.0,11.0,39.0,23.5,10.1,0.0,5,30,0,224.89655172413794,1.1402780971695128
93.0,166.0,46.0,21.0,10.0,9.0,38.5,25.4,8.8,0.0,5,31,0,207.82758620689654,0.8874835643915343
103.0,83.0,95.0,14.0,7.0,6.0,36.5,27.9,9.1,0.0,6,1,0,241.9655172413793,1.1542910905003438
71.0,112.0,77.0,17.0,6.0,8.0,36.7,29.6,9.4,0.0,6,2,0,174.9367088607595,0.913236610297145
82.0,131.0,93.0,19.0,10.0,9.0,37.1,29.5,9.4,0.0,6,3,0,187.46835443037975,1.079744124382122
114.0,187.0,38.0,11.0,5.0,19.0,37.0,32.9,9.2,0.0,6,4,0,312.1301775147929,0.858336612168156
99.0,80.0,112.0,11.0,6.0,20.0,37.8,28.6,12.4,0.0,6,5,0,317.98816568047334,1.2035995037991536
83.0,170.0,61.0,13.0,6.0,13.0,33.7,40.0,11.2,0.0,6,6,0,242.6086956521739,0.8478262731287719
65.0,161.0,79.0,12.0,7.0,29.0,35.6,30.2,10.8,0.0,6,7,0,370.7100591715976,0.8481297106443626
96.0,98.0,87.0,16.0,9.0,36.0,35.8,29.7,11.7,0.0,6,8,0,412.8301886792453,1.0902626049195054
80.0,89.0,97.0,13.0,10.0,52.0,35.9,25.8,9.5,0.0,6,9,0,165.86206896551724,1.036495144336494
85.0,141.0,53.0,31.0,6.0,7.0,37.2,24.0,10.3,0.0,6,10,0,182.9310344827586,0.9779117197405492
128.0,114.0,78.0,27.0,12.0,24.0,37.1,24.8,7.7,0.0,6,11,0,341.42011834319527,1.310157702611078
101.0,114.0,65.0,19.0,4.0,13.0,37.5,24.6,8.5,0.0,6,12,0,242.6086956521739,1.0180726897069263
79.0,141.0,42.0,10.0,5.0,6.0,38.7,23.8,13.0,0.0,6,13,0,162.44827586206895,0.6944821989562922
70.0,109.0,45.0,12.0,5.0,6.0,37.8,28.9,15.9,0.0,6,14,0,149.873417721519,0.6838685031292112
65.0,90.0,22.0,26.0,5.0,11.0,38.3,28.1,14.9,0.0,6,15,0,213.91304347826087,0.6572074067537241
63.0,111.0,43.0,20.0,10.0,5.0,39.1,28.0,12.5,0.0,6,16,0,137.34177215189874,0.7094939735888433
90.0,164.0,29.0,14.0,9.0,8.0,39.5,29.1,11.7,0.0,6,17,0,200.0,0.713676396300809
103.0,162.0,24.0,13.0,7.0,8.0,39.5,31.4,14.4,0.0,6,18,0,241.9655172413793,0.7423793475338524
94.0,93.0,66.0,14.0,7.0,7.0,38.9,33.4,15.5,1.4,6,19,0,211.24137931034483,0.9415017162474913
86.0,79.0,38.0,19.0,6.0,8.0,33.7,46.3,10.9,2.4,6,20,0,186.3448275862069,0.7887301648228799
117.0,100.0,51.0,25.0,6.0,9.0,31.9,60.7,8.5,1.5,6,21,0,289.7586206896552,1.0767178311894532
146.0,82.0,36.0,17.0,5.0,8.0,33.2,56.0,7.3,0.0,6,22,0,320.1860465116279,1.0670992679902291
132.0,75.0,25.0,18.0,5.0,8.0,33.5,59.6,8.0,0.0,6,23,0,309.4418604651163,0.9412166841644868
94.0,72.0,38.0,16.0,5.0,8.0,33.3,65.3,7.2,0.7,6,24,0,211.24137931034483,0.8020872107986396
120.0,73.0,26.0,13.0,5.0,8.0,33.9,63.4,6.6,2.3,6,25,0,300.0,0.8397099710117949
114.0,27.0,22.0,11.0,4.0,7.0,33.1,65.9,8.6,11.3,6,26,0,279.51724137931035,0.768731892492835
42.0,61.0,16.0,21.0,4.0,10.0,30.7,79.7,13.3,7.9,6,27,0,200.0,0.46610851654313445
96.0,64.0,25.0,18.0,3.0,7.0,28.9,86.8,8.8,14.3,6,28,0,218.0689655172414,0.7577513069815095
104.0,60.0,24.0,14.0,3.0,7.0,30.3,84.3,7.6,7.9,6,29,0,245.3793103448276,0.756454746027962
113.0,69.0,23.0,14.0,3.0,7.0,32.6,76.2,6.0,12.7,6,30,0,276.1034482758621,0.7964216472981874
83.0,65.0,29.0,14.0,3.0,6.0,32.1,72.5,7.3,11.7,7,1,0,176.10344827586206,0.6785245776293234
87.0,51.0,8.0,20.0,4.0,9.0,32.8,71.4,7.1,15.6,7,2,0,189.75862068965517,0.6363751967958455
73.0,37.0,14.0,15.0,3.0,7.0,29.5,87.3,8.4,5.6,7,3,0,162.40506329113924,0.555186647324694
54.0,46.0,26.0,15.0,3.0,7.0,28.6,90.2,7.6,7.2,7,4,0,162.40506329113924,0.5266576004530642
61.0,39.0,17.0,10.0,4.0,7.0,29.6,87.5,9.3,1.0,7,5,0,162.40506329113924,0.4682157688078981
60.0,24.0,19.0,9.0,3.0,6.0,29.8,85.3,9.0,0.8,7,6,0,149.873417721519,0.46535243291173
20.0,35.0,18.0,10.0,4.0,7.0,29.9,76.4,10.4,0.2,7,7,0,162.40506329113924,0.274182550385881
42.0,59.0,13.0,19.0,3.0,10.0,28.3,83.1,9.7,0.1,7,8,0,200.0,0.43236187792810277
89.0,71.0,14.0,18.0,3.0,8.0,29.6,87.2,6.7,11.7,7,9,0,196.58620689655172,0.6615639092843825
118.0,72.0,21.0,17.0,3.0,7.0,30.8,85.3,4.9,9.3,7,10,0,293.17241379310343,0.8378804895434722
110.0,60.0,24.0,12.0,3.0,6.0,33.3,73.5,5.7,1.3,7,11,0,265.8620689655172,0.76870074019004
57.0,59.0,37.0,18.0,3.0,8.0,31.5,64.8,10.0,0.8,7,12,0,174.9367088607595,0.6283921856886835
81.0,63.0,13.0,17.0,2.0,8.0,30.3,78.2,6.0,6.5,7,13,0,174.9367088607595,0.6071992767656217
89.0,53.0,15.0,15.0,3.0,8.0,32.3,73.2,4.8,0.0,7,14,0,196.58620689655172,0.6402510945033665
82.0,56.0,15.0,12.0,2.0,7.0,31.4,79.3,7.3,2.6,7,15,0,172.68965517241378,0.5786772412092446
88.0,49.0,4.0,4.0,3.0,6.0,33.2,73.6,9.3,20.3,7,16,0,193.17241379310343,0.4777189956869334
90.0,51.0,8.0,19.0,4.0,9.0,32.7,77.1,8.5,0.0,7,17,0,200.0,0.6424255197547947
76.0,73.0,13.0,16.0,4.0,11.0,31.0,83.7,7.0,3.4,7,18,0,213.91304347826087,0.5734592174667353
120.0,56.0,20.0,11.0,3.0,7.0,31.5,82.9,6.0,0.7,7,19,0,300.0,0.7879394821459068
99.0,54.0,14.0,11.0,2.0,7.0,32.4,75.2,6.0,0.2,7,20,0,228.31034482758622,0.648961826403526
95.0,52.0,13.0,15.0,3.0,10.0,32.6,77.2,9.7,1.7,7,21,0,214.6551724137931,0.6592210321189041
81.0,59.0,12.0,14.0,3.0,8.0,30.9,84.9,7.7,5.9,7,22,0,174.9367088607595,0.5750488010889591
91.0,53.0,34.0,16.0,2.0,9.0,31.5,84.4,6.2,5.2,7,23,0,201.0,0.764558316601628
104.0,52.0,16.0,18.0,1.0,9.0,30.0,87.4,4.2,8.0,7,24,0,245.3793103448276,0.748036230846215
86.0,52.0,28.0,20.0,2.0,11.0,31.2,83.9,3.6,0.5,7,25,0,213.91304347826087,0.7420271895458318
97.0,59.0,17.0,16.0,1.0,7.0,30.8,86.0,5.1,10.2,7,26,0,221.48275862068965,0.7003295510076749
97.0,44.0,21.0,17.0,1.0,6.0,31.3,85.8,4.3,2.3,7,27,0,221.48275862068965,0.7315197499914887
57.0,46.0,16.0,13.0,1.0,8.0,33.0,74.6,8.2,4.0,7,28,0,174.9367088607595,0.46950655226545546
64.0,55.0,26.0,15.0,1.0,8.0,33.6,70.7,10.5,0.1,7,29,0,174.9367088607595,0.5761698104191552
85.0,48.0,34.0,14.0,1.0,7.0,34.4,68.7,7.3,0.0,7,30,0,182.9310344827586,0.7162589843637865
68.0,24.0,16.0,13.0,1.0,9.0,31.9,78.7,8.9,97.6,7,31,0,187.46835443037975,0.523676278317436
35.0,45.0,15.0,18.0,1.0,9.0,28.8,85.8,5.6,31.0,8,1,0,187.46835443037975,0.4002003850910425
60.0,42.0,17.0,11.0,1.0,7.0,29.8,86.3,6.5,3.3,8,2,0,162.40506329113924,0.47208861489428805
59.0,32.0,11.0,9.0,1.0,7.0,30.3,81.4,10.6,1.4,8,3,0,162.40506329113924,0.41725139294775004
36.0,39.0,11.0,12.0,3.0,9.0,30.5,77.9,11.5,0.1,8,4,0,187.46835443037975,0.3314600303049138
46.0,36.0,14.0,10.0,1.0,8.0,30.0,80.1,15.6,0.8,8,5,0,174.9367088607595,0.37870999744922845
42.0,32.0,6.0,14.0,1.0,10.0,30.0,80.0,8.9,0.1,8,6,0,200.0,0.35116432682925164
56.0,36.0,7.0,12.0,1.0,8.0,28.2,92.6,7.1,14.9,8,7,0,174.9367088607595,0.4072638620994619
48.0,37.0,12.0,12.0,1.0,8.0,28.6,89.7,7.5,9.6,8,8,0,174.9367088607595,0.3951337810397291
62.0,47.0,39.0,13.0,1.0,9.0,29.0,89.1,7.4,35.7,8,9,0,187.46835443037975,0.6197296152989127
65.0,36.0,16.0,14.0,2.0,9.0,28.9,90.1,6.6,12.4,8,10,0,187.46835443037975,0.5176959967466933
67.0,39.0,19.0,16.0,3.0,8.0,27.4,94.3,5.3,17.2,8,11,0,174.9367088607595,0.5616368339983682
67.0,27.0,15.0,13.0,1.0,8.0,27.5,95.2,6.8,11.7,8,12,0,174.9367088607595,0.5132991939362508
37.0,45.0,5.0,14.0,2.0,4.0,28.7,91.4,7.3,7.0,8,13,0,124.81012658227849,0.3215877159870189
59.0,41.0,13.0,9.0,2.0,5.0,30.7,83.7,6.1,8.0,8,14,0,137.34177215189874,0.42803223229514165
60.0,35.0,25.0,12.0,3.0,9.0,29.9,90.1,8.0,11.7,8,15,0,187.46835443037975,0.5243454784197811
48.0,41.0,21.0,15.0,2.0,9.0,30.0,86.2,7.6,10.6,8,16,0,187.46835443037975,0.46995029723914883
51.0,44.0,14.0,12.0,1.0,5.0,30.2,83.8,2.9,8.2,8,17,0,137.34177215189874,0.42054263729304764
63.0,49.0,19.0,12.0,3.0,7.0,30.8,81.2,7.8,4.5,8,18,0,162.40506329113924,0.5065051267646469
65.0,48.0,9.0,20.0,3.0,10.0,30.9,79.0,7.4,1.3,8,19,0,200.0,0.5325721349841888
61.0,48.0,13.0,16.0,2.0,8.0,28.6,86.5,4.4,6.5,8,20,0,174.9367088607595,0.49930090627507584
60.0,49.0,12.0,14.0,1.0,8.0,30.4,77.2,5.0,1.5,8,21,0,174.9367088607595,0.47136234296781093
60.0,36.0,14.0,17.0,1.0,9.0,31.0,76.1,7.5,6.2,8,22,0,187.46835443037975,0.5086208228032915
42.0,60.0,67.0,18.0,2.0,9.0,28.4,87.0,5.0,0.4,8,23,0,187.46835443037975,0.718986898342922
89.0,42.0,42.0,14.0,2.0,6.0,30.3,82.2,5.0,7.9,8,24,0,196.58620689655172,0.7809715895052523
57.0,47.0,7.0,15.0,2.0,9.0,30.4,78.9,12.0,15.4,8,25,0,187.46835443037975,0.43838228100830845
60.0,29.0,13.0,13.0,2.0,8.0,30.0,81.8,13.6,4.5,8,26,0,174.9367088607595,0.467993932039659
34.0,32.0,9.0,15.0,3.0,9.0,28.6,85.9,11.2,12.8,8,27,0,187.46835443037975,0.3370815854695188
50.0,33.0,13.0,16.0,3.0,10.0,28.0,88.5,7.9,8.5,8,28,0,200.0,0.44526140995933805
47.0,63.0,16.0,20.0,2.0,10.0,27.0,95.8,7.6,28.6,8,29,0,200.0,0.4818883083821134
93.0,55.0,13.0,18.0,2.0,7.0,29.4,82.8,6.0,7.2,8,30,0,207.82758620689654,0.6760749187623534
77.0,55.0,14.0,18.0,3.0,7.0,30.9,79.9,8.1,0.0,8,31,0,162.40506329113924,0.601680571648348
74.0,50.0,14.0,18.0,3.0,8.0,31.7,76.8,6.7,0.0,9,1,0,174.9367088607595,0.5867643383717518
65.0,47.0,11.0,16.0,3.0,7.0,29.3,86.5,8.1,7.0,9,2,0,162.40506329113924,0.5081450057294857
60.0,31.0,12.0,17.0,3.0,9.0,30.9,78.9,8.8,18.5,9,3,0,187.46835443037975,0.4977534777715598
40.0,47.0,29.0,20.0,2.0,9.0,27.0,90.7,4.8,0.4,9,4,0,187.46835443037975,0.5180202605144726
66.0,44.0,11.0,17.0,2.0,6.0,28.3,85.4,2.3,2.9,9,5,0,149.873417721519,0.5219020979063511
54.0,37.0,11.0,18.0,2.0,8.0,28.1,87.5,6.5,13.9,9,6,0,174.9367088607595,0.4716145147939046
53.0,65.0,10.0,16.0,3.0,11.0,27.5,88.6,6.9,27.0,9,7,0,213.91304347826087,0.44375242623214595
108.0,60.0,29.0,17.0,4.0,8.0,27.2,95.0,5.1,9.9,9,8,0,259.0344827586207,0.8318820370937934
102.0,57.0,74.0,17.0,1.0,7.0,28.8,89.6,4.9,3.1,9,9,0,238.55172413793105,1.0561873464031273
79.0,47.0,56.0,16.0,2.0,8.0,28.1,88.0,5.4,10.4,9,10,0,174.9367088607595,0.8267119198104108
58.0,18.0,7.0,10.0,1.0,5.0,28.4,87.0,4.3,27.7,9,11,0,137.34177215189874,0.3995694231115236
31.0,19.0,6.0,14.0,2.0,8.0,26.1,95.4,10.9,100.9,9,12,0,174.9367088607595,0.29791627638912377
40.0,45.0,13.0,13.0,3.0,7.0,24.0,98.2,11.7,54.6,9,13,0,162.40506329113924,0.3702585688651317
63.0,77.0,19.0,18.0,4.0,8.0,26.5,88.7,8.0,5.7,9,14,0,174.9367088607595,0.5595405835010097
99.0,76.0,20.0,13.0,4.0,9.0,28.2,81.0,8.4,0.6,9,15,0,228.31034482758622,0.7000407150547376
101.0,86.0,28.0,16.0,3.0,7.0,28.9,78.3,9.4,0.0,9,16,0,235.13793103448276,0.7816785657641058
123.0,47.0,19.0,22.0,3.0,7.0,29.1,78.1,5.4,0.0,9,17,0,302.5348837209302,0.8978024466860524
69.0,40.0,21.0,21.0,2.0,10.0,25.8,90.2,7.3,48.4,9,18,0,200.0,0.6270093691627547
62.0,59.0,21.0,18.0,4.0,9.0,26.8,88.8,8.9,3.3,9,19,0,187.46835443037975,0.5655150179177072
